"",n","p","q","success","bInit","b","i","time (µs)"
"","393203177077","1071337","367021","true","3","164288457614","911","2791"
"","428992904687","658321","651647","true","3","147448104297","211","675"
"","417129111709","1181699","352991","true","3","271090381172","3209","11014"
"","298985549","187217","1597","true","3","165010026","19","133"
"","22673875867","450209","50363","true","3","111050416","149","631"
"","378600084479","305593","1238903","true","3","42057236626","107","321"
"","457671371039","374441","1222279","true","3","210081995256","37","163"
"","69635322287","132103","527129","true","3","31855317421","179","689"
"","136116579343","203971","667333","true","3","85851055785","167","465"
"","174249683779","337529","516251","true","3","37005904183","59","170"
"","121759701529","625927","194527","true","3","101511969681","107","413"
"","667591698197","940319","709963","true","3","611297620625","131","546"
"","194241842857","236063","822839","true","3","48422658939","131","366"
"","10559947999","132001","79999","true","3","9706297533","15","47"
"","104845550323","594467","176369","true","3","9029210956","151","411"
"","875620595653","1101109","795217","true","3","552550810618","1031","3970"
"","14837918503","53201","278903","true","3","13592961903","19","116"
"","1051327772797","915353","1148549","true","3","580957157394","114419","459034"
"","533069797567","562517","947651","true","3","488452493186","1723","5569"
"","155629762879","584027","266477","true","3","153241596006","307","998"
"","166144633231","571531","290701","true","3","81370116911","19","80"
"","279280714847","517999","539153","true","3","234314257656","229","652"
"","128434224151","155473","826087","true","3","120017848770","79","215"
"","44666797667","496193","90019","true","3","40744579819","1667","5491"
"","2635232983","5471","481673","true","3","2325049168","547","1956"
"","218866475689","649361","337049","true","3","148224440583","8117","29217"
"","1208064875911","1164511","1037401","true","3","468139650063","19","74"
"","1372310497","81197","16901","true","3","174976054","26","63"
"","64171205743","496063","129361","true","3","56623638199","14","68"
"","793487882119","796877","995747","true","3","770333824008","113","451"
"","605735014067","747737","810091","true","3","267609838142","293","1715"
"","160075257383","1028411","155653","true","3","157790426997","109","313"
"","753819151003","742993","1014571","true","3","472539090043","673","2191"
"","177299432507","341597","519031","177299432507","3","1","79","287"
"","929430430373","1282187","724879","true","3","124560307845","523","2046"
"","72440775613","134609","538157","true","3","60130434239","97","305"
"","236443603289","355261","665549","true","3","110151870400","191","534"
"","35994992291","494933","72727","true","3","25498886198","31","86"
"","708764599","1241269","571","true","3","241580965","19","56"
"","252493263031","1131937","223063","true","3","96691787800","113","502"
"","21949101971","1015363","21617","true","3","20923786045","193","568"
"","364454138443","659513","552611","true","3","361985625107","757","3964"
"","38248598173","93053","411041","true","3","20193211208","367","1327"
"","196276361857","166247","1180631","true","3","132315987301","823","2799"
"","22065890699","205549","107351","true","3","1356057833","113","333"
"","543883237","20921","25997","true","3","120652078","97","264"
"","76238922239","235013","324403","true","3","32441664547","1433","5839"
"","346194807163","365423","947381","true","3","204539557901","101","361"
"","70012676557","255503","274019","true","3","24516023857","317","925"
"","11744321767","739241","15887","true","3","9986234574","47","125"
"","1514248253491","1228303","1232797","true","3","496827053377","5407","19723"
"","631685385743","912409","692327","true","3","68168813618","5431","19334"
"","1755337039","878987","1997","true","3","18422326","499","1199"
"","121539289523","1135531","107033","true","3","42075965675","37","116"
"","702443372441","660409","1063649","true","3","53171813511","773","3248"
"","119075019989","1124803","105863","true","3","78637227337","113","326"
"","104176401491","887567","117373","true","3","58780398401","9781","34537"
"","332768826031","1185281","280751","true","3","215927380895","463","1417"
"","238877512061","286243","834527","true","3","164620925488","4337","13738"
"","5298936037","4253","1245929","true","3","1836772882","1063","3000"
"","605879486087","594569","1019023","true","3","303117816460","5717","20594"
"","560251970051","874597","640583","true","3","511227309814","72883","275022"
"","221949939391","362233","612727","true","3","5902948969","43","191"
"","174863929067","560837","311791","true","3","76539078263","547","1684"
"","481052521723","773231","622133","true","3","219020678385","1307","4374"
"","318482281493","250793","1269901","true","3","175715356728","47","162"
"","170179934297","155203","1096499","true","3","60895168465","233","688"
"","155712970249","432833","359753","true","3","144121368837","233","640"
"","126854476013","825161","153733","true","3","50781233102","421","1603"
"","1055730500003","943367","1119109","true","3","123482487061","521","1623"
"","158833813861","301583","526667","true","3","55240521630","37619","134190"
"","254017744423","416851","609373","true","3","16548984701","397","1593"
"","371576643751","758411","489941","true","3","85867549602","131","387"
"","18661905299","17891","1043089","true","3","1598012349","701","1785"
"","8719302131","245317","35543","true","3","8654293985","1367","3421"
"","281135235851","522839","537709","true","3","54110176628","1327","4933"
"","1314319494329","1029517","1276637","true","3","617349869051","85793","338116"
"","931165726649","1046657","889657","true","3","695862579852","37","180"
"","256886246779","432491","593969","true","3","210740754553","709","2533"
"","345358153411","275129","1255259","true","3","92693711391","34","168"
"","34303869701","53173","645137","true","3","17583407160","211","597"
"","29908620671","58771","508901","true","3","7605026172","653","1827"
"","463610883661","476681","972581","true","3","165655704440","701","2835"
"","100083934919","245521","407639","true","3","24062776648","31","175"
"","115853650001","120721","959681","true","3","104057518208","503","1842"
"","245497779689","281279","872791","true","3","26604415263","619","1940"
"","1020409600597","1146931","889687","true","3","629832559163","307","1065"
"","109446308327","638063","171529","true","3","23861399191","1021","3334"
"","207738092479","1166393","178103","true","3","166625330269","89051","338724"
"","82630664957","104479","790883","true","3","8752519268","1583","5003"
"","388254425837","352271","1102147","true","3","91054655810","35227","129407"
"","506895651121","857107","591403","true","3","477776297904","2801","8878"
"","86019029","5153","16693","true","3","74666971","23","56"
"","720453834547","704141","1023167","true","3","531070183611","109","536"
"","105728831987","196117","539111","true","3","33037261192","29","90"
"","151108268827","361217","418331","true","3","10862517625","83","319"
"","356967992233","356621","1000973","true","3","102292454399","1621","5249"
"","805825172309","744811","1081919","true","3","322564237503","61","275"
"","386268886529","641761","601889","true","3","111902582049","191","605"
"","330366073351","418339","789709","true","3","167426379564","127","376"
"","104128220377","1144153","91009","true","3","1193310009","79","284"
"","5861135783","417133","14051","true","3","44696232","281","728"
"","475093694227","694997","683591","true","3","401723872198","347","1198"
"","1018122598169","943231","1079399","true","3","986094671042","599","1944"
"","706325527073","669901","1054373","true","3","487969286421","11","51"
"","199160514211","969467","205433","true","3","143399013290","25679","91739"
"","336125584019","429283","782993","true","3","315511414360","3407","11926"
"","336885945889","504661","667549","true","3","301108508956","647","1902"
"","70158481087","520043","134909","true","3","9429869283","1163","3618"
"","70706504083","758141","93263","true","3","55587918943","211","608"
"","5401585129","29803","181243","true","3","343360364","4967","14977"
"","5718390191","20441","279751","true","3","4895067594","73","220"
"","217485263417","1044653","208189","true","3","38758129753","5783","20266"
"","742578785617","589829","1258973","true","3","436405364829","71","251"
"","203955894323","613451","332473","true","3","5838225881","1979","5792"
